year_month,year,month,carrier,carrier_name,airport_code,city,state,airport_full_name,airport_name_cleansed,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020-04-01,2020,4,DL,Delta Air Lines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,193.0,4.0,3.71,0.0,0.29,0.0,0.0,68.0,0.0,249.0,233.0,0.0,16.0,0.0,0.0
2020-04-01,2020,4,DL,Delta Air Lines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,361.0,26.0,5.33,0.0,19.71,0.0,0.96,106.0,0.0,793.0,366.0,0.0,403.0,0.0,24.0
2020-04-01,2020,4,DL,Delta Air Lines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,284.0,34.0,8.93,0.0,23.19,0.0,1.88,84.0,0.0,1018.0,347.0,0.0,625.0,0.0,46.0
2020-04-01,2020,4,DL,Delta Air Lines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,144.0,2.0,2.0,0.0,0.0,0.0,0.0,53.0,0.0,107.0,107.0,0.0,0.0,0.0,0.0
2020-04-01,2020,4,DL,Delta Air Lines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,958.0,84.0,25.3,0.0,56.18,0.0,2.52,182.0,1.0,5153.0,3496.0,0.0,1529.0,0.0,128.0
2020-04-01,2020,4,DL,Delta Air Lines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,419.0,12.0,7.0,0.0,3.0,0.0,2.0,170.0,1.0,527.0,242.0,0.0,90.0,0.0,195.0
2020-04-01,2020,4,DL,Delta Air Lines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,340.0,13.0,6.76,0.0,6.24,0.0,0.0,122.0,0.0,575.0,420.0,0.0,155.0,0.0,0.0
2020-04-01,2020,4,DL,Delta Air Lines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,216.0,4.0,4.0,0.0,0.0,0.0,0.0,66.0,0.0,715.0,715.0,0.0,0.0,0.0,0.0
2020-04-01,2020,4,DL,Delta Air Lines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,398.0,21.0,7.98,0.0,13.02,0.0,0.0,89.0,0.0,738.0,449.0,0.0,289.0,0.0,0.0
2020-03-01,2020,3,9E,Endeavor Air Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,3990.0,286.0,66.94,13.2,73.7,0.0,132.16,514.0,1.0,19664.0,7655.0,1263.0,2977.0,0.0,7769.0
2020-03-01,2020,3,9E,Endeavor Air Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,213.0,12.0,6.58,0.0,1.7,0.0,3.72,45.0,0.0,797.0,452.0,0.0,90.0,0.0,255.0
2020-03-01,2020,3,9E,Endeavor Air Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,104.0,6.0,0.0,0.0,6.0,0.0,0.0,16.0,1.0,335.0,0.0,0.0,335.0,0.0,0.0
2020-03-01,2020,3,9E,Endeavor Air Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,178.0,24.0,5.0,0.0,16.31,0.0,2.69,27.0,0.0,1463.0,447.0,0.0,832.0,0.0,184.0
2020-03-01,2020,3,9E,Endeavor Air Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,2060.0,166.0,32.0,2.35,91.01,0.0,40.64,378.0,2.0,11975.0,5433.0,142.0,3994.0,0.0,2406.0
2020-03-01,2020,3,9E,Endeavor Air Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,2020,3,9E,Endeavor Air Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,328.0,32.0,11.27,0.0,16.43,0.0,4.3,50.0,2.0,1748.0,1014.0,0.0,462.0,0.0,272.0
2020-03-01,2020,3,AA,American Airlines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,961.0,83.0,31.96,1.97,22.86,0.0,26.21,169.0,1.0,3889.0,1441.0,86.0,636.0,0.0,1726.0
2020-03-01,2020,3,AA,American Airlines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,8809.0,532.0,168.03,4.18,170.61,0.0,189.18,1703.0,4.0,35027.0,18133.0,126.0,4555.0,0.0,12213.0
2020-03-01,2020,3,AA,American Airlines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,813.0,88.0,35.32,1.74,31.01,0.0,19.93,110.0,0.0,4117.0,2143.0,87.0,841.0,0.0,1046.0
2020-03-01,2020,3,AA,American Airlines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,12768.0,1493.0,326.6,31.85,635.42,1.31,497.82,2527.0,40.0,106834.0,39253.0,2873.0,27999.0,31.0,36678.0
2020-03-01,2020,3,AA,American Airlines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,656.0,95.0,28.48,1.0,39.53,1.0,24.99,124.0,0.0,4394.0,1502.0,18.0,1592.0,42.0,1240.0
2020-03-01,2020,3,AA,American Airlines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,3666.0,416.0,129.73,5.6,188.78,3.69,88.2,504.0,0.0,25522.0,13266.0,332.0,5755.0,119.0,6050.0
2020-03-01,2020,3,AA,American Airlines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,2042.0,178.0,55.9,2.14,67.74,0.0,52.23,540.0,1.0,11312.0,5410.0,100.0,2458.0,0.0,3344.0
2020-03-01,2020,3,AA,American Airlines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1656.0,126.0,56.85,1.09,30.47,0.86,36.73,266.0,1.0,6381.0,2824.0,80.0,878.0,24.0,2575.0
2020-03-01,2020,3,AA,American Airlines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,5024.0,368.0,118.0,6.28,136.06,1.33,106.32,898.0,1.0,26781.0,13210.0,1153.0,4012.0,74.0,8332.0
2020-03-01,2020,3,AA,American Airlines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,1124.0,133.0,42.49,1.14,77.5,0.0,11.86,201.0,0.0,4735.0,1715.0,89.0,2433.0,0.0,498.0
2020-03-01,2020,3,AS,Alaska Airlines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,44.0,2.0,0.68,0.0,1.32,0.0,0.0,5.0,0.0,52.0,17.0,0.0,35.0,0.0,0.0
2020-03-01,2020,3,AS,Alaska Airlines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,136.0,19.0,8.79,0.0,2.71,0.0,7.5,22.0,1.0,1192.0,726.0,0.0,68.0,0.0,398.0
2020-03-01,2020,3,AS,Alaska Airlines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,93.0,12.0,1.0,1.23,9.26,0.0,0.51,22.0,0.0,364.0,15.0,43.0,288.0,0.0,18.0
2020-03-01,2020,3,AS,Alaska Airlines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,319.0,32.0,8.23,0.0,18.73,0.0,5.04,48.0,0.0,1372.0,533.0,0.0,589.0,0.0,250.0
2020-03-01,2020,3,AS,Alaska Airlines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,1466.0,179.0,39.63,0.97,87.07,0.0,51.33,182.0,1.0,8069.0,2397.0,72.0,2709.0,0.0,2891.0
2020-03-01,2020,3,AS,Alaska Airlines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,182.0,19.0,7.81,0.58,7.31,0.0,3.3,14.0,0.0,793.0,250.0,121.0,328.0,0.0,94.0
2020-03-01,2020,3,AS,Alaska Airlines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,247.0,13.0,4.98,1.0,2.02,0.0,5.0,27.0,0.0,892.0,347.0,143.0,96.0,0.0,306.0
2020-03-01,2020,3,AS,Alaska Airlines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,1693.0,215.0,48.48,1.96,112.19,0.0,52.37,238.0,1.0,11124.0,3013.0,248.0,5157.0,0.0,2706.0
2020-03-01,2020,3,B6,JetBlue Airways,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,297.0,34.0,18.82,0.0,12.62,0.0,2.56,48.0,0.0,1740.0,1238.0,0.0,424.0,0.0,78.0
2020-03-01,2020,3,B6,JetBlue Airways,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,128.0,14.0,6.32,0.0,4.23,0.0,3.45,28.0,0.0,635.0,327.0,0.0,123.0,0.0,185.0
2020-03-01,2020,3,B6,JetBlue Airways,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,89.0,13.0,5.86,0.0,6.18,0.0,0.96,10.0,0.0,453.0,255.0,0.0,164.0,0.0,34.0
2020-03-01,2020,3,B6,JetBlue Airways,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,52.0,7.0,0.61,0.0,6.39,0.0,0.0,12.0,0.0,225.0,11.0,0.0,214.0,0.0,0.0
2020-03-01,2020,3,B6,JetBlue Airways,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,870.0,120.0,39.62,1.0,51.62,1.43,26.33,148.0,0.0,7669.0,2809.0,114.0,2033.0,27.0,2686.0
2020-03-01,2020,3,B6,JetBlue Airways,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,568.0,85.0,23.32,0.0,59.34,0.0,2.34,80.0,0.0,3010.0,1219.0,0.0,1622.0,0.0,169.0
2020-03-01,2020,3,B6,JetBlue Airways,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,413.0,42.0,14.55,0.25,20.31,0.0,6.89,72.0,0.0,2442.0,863.0,9.0,748.0,0.0,822.0
2020-03-01,2020,3,B6,JetBlue Airways,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1657.0,166.0,64.34,1.89,47.6,0.24,51.93,278.0,0.0,10428.0,5140.0,174.0,1473.0,51.0,3590.0
2020-03-01,2020,3,B6,JetBlue Airways,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,203.0,19.0,7.48,1.0,7.86,0.0,2.66,30.0,0.0,953.0,504.0,59.0,250.0,0.0,140.0
2020-03-01,2020,3,B6,JetBlue Airways,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,444.0,25.0,8.69,0.3,14.07,0.0,1.94,66.0,0.0,1121.0,572.0,7.0,437.0,0.0,105.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,20669.0,1139.0,421.41,15.75,399.57,0.0,302.27,4951.0,8.0,81479.0,49330.0,2127.0,13887.0,0.0,16135.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,678.0,29.0,12.28,1.0,13.05,0.0,2.67,155.0,0.0,1665.0,1037.0,38.0,404.0,0.0,186.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,1080.0,96.0,34.4,0.0,49.02,0.0,12.57,219.0,4.0,4621.0,2240.0,0.0,1525.0,0.0,856.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,1012.0,118.0,46.06,1.0,50.23,0.0,20.71,219.0,6.0,10319.0,6190.0,50.0,2149.0,0.0,1930.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,452.0,48.0,11.82,0.84,29.38,0.0,5.96,125.0,1.0,2653.0,737.0,64.0,1185.0,0.0,667.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,3011.0,287.0,81.81,3.4,143.68,0.93,57.18,593.0,2.0,16294.0,7890.0,469.0,4245.0,71.0,3619.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,2496.0,159.0,54.9,4.89,70.48,0.0,28.73,609.0,3.0,7977.0,3252.0,1046.0,2404.0,0.0,1275.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1808.0,84.0,39.86,1.0,28.05,0.0,15.1,397.0,1.0,4517.0,2865.0,118.0,796.0,0.0,738.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,1171.0,53.0,25.7,1.0,18.91,0.0,7.38,292.0,0.0,3188.0,2234.0,58.0,628.0,0.0,268.0
2020-03-01,2020,3,DL,Delta Air Lines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,1147.0,76.0,28.98,0.88,35.7,0.0,10.45,232.0,0.0,2905.0,1472.0,35.0,958.0,0.0,440.0
2020-02-01,2020,2,9E,Endeavor Air Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,3365.0,581.0,88.22,23.66,174.41,0.0,294.71,8.0,13.0,49533.0,10790.0,2786.0,9282.0,0.0,26675.0
2020-02-01,2020,2,9E,Endeavor Air Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,171.0,34.0,6.57,0.93,14.64,0.0,11.87,3.0,2.0,2690.0,610.0,154.0,716.0,0.0,1210.0
2020-02-01,2020,2,9E,Endeavor Air Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,88.0,22.0,3.18,0.78,13.12,0.0,4.92,0.0,1.0,929.0,131.0,24.0,581.0,0.0,193.0
2020-02-01,2020,2,9E,Endeavor Air Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,155.0,39.0,5.38,1.33,18.37,0.0,13.93,0.0,0.0,3692.0,766.0,74.0,1515.0,0.0,1337.0
2020-02-01,2020,2,9E,Endeavor Air Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,1860.0,379.0,47.29,15.21,183.0,0.0,133.51,25.0,6.0,36818.0,5629.0,1469.0,16546.0,0.0,13174.0
2020-02-01,2020,2,9E,Endeavor Air Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,255.0,59.0,9.53,2.96,34.11,0.0,12.4,1.0,1.0,5914.0,981.0,276.0,3507.0,0.0,1150.0
2020-02-01,2020,2,AA,American Airlines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,841.0,167.0,56.96,4.7,46.61,0.0,58.73,6.0,1.0,10660.0,3597.0,402.0,2309.0,0.0,4352.0
2020-02-01,2020,2,AA,American Airlines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,8082.0,1355.0,317.94,34.37,503.47,1.06,498.15,184.0,33.0,114974.0,37120.0,8008.0,31371.0,42.0,38433.0
2020-02-01,2020,2,AA,American Airlines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,717.0,128.0,45.21,1.41,50.26,0.05,31.07,5.0,0.0,7954.0,2290.0,89.0,3344.0,4.0,2227.0
2020-02-01,2020,2,AA,American Airlines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,11470.0,1812.0,484.07,35.78,699.44,2.59,590.12,47.0,11.0,132438.0,57477.0,2870.0,24205.0,82.0,47804.0
2020-02-01,2020,2,AA,American Airlines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,587.0,145.0,36.03,2.59,69.87,1.0,35.52,6.0,0.0,7381.0,1769.0,86.0,3202.0,68.0,2256.0
2020-02-01,2020,2,AA,American Airlines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,3259.0,412.0,148.18,5.81,132.33,2.87,122.8,9.0,2.0,30318.0,12938.0,342.0,4640.0,73.0,12325.0
2020-02-01,2020,2,AA,American Airlines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,1881.0,352.0,70.17,6.91,165.06,0.0,109.87,43.0,2.0,24002.0,4687.0,522.0,10090.0,0.0,8703.0
2020-02-01,2020,2,AA,American Airlines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1484.0,260.0,93.12,4.33,105.33,0.0,57.21,11.0,2.0,14286.0,5797.0,530.0,3958.0,0.0,4001.0
2020-02-01,2020,2,AA,American Airlines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,4391.0,656.0,168.22,21.48,235.65,0.23,230.43,81.0,2.0,55856.0,15172.0,2276.0,15899.0,20.0,22489.0
2020-02-01,2020,2,AA,American Airlines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,1035.0,139.0,59.7,2.14,47.95,0.0,29.22,4.0,4.0,8128.0,2727.0,359.0,3181.0,0.0,1861.0
2020-02-01,2020,2,AS,Alaska Airlines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,29.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,138.0,72.0,0.0,66.0,0.0,0.0
2020-02-01,2020,2,AS,Alaska Airlines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,134.0,29.0,13.92,0.0,9.39,0.0,5.69,2.0,0.0,1951.0,1300.0,0.0,413.0,0.0,238.0
2020-02-01,2020,2,AS,Alaska Airlines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,85.0,11.0,3.28,0.0,3.25,2.0,2.47,1.0,1.0,377.0,121.0,0.0,73.0,82.0,101.0
2020-02-01,2020,2,AS,Alaska Airlines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,279.0,53.0,6.97,0.62,41.24,0.0,4.18,1.0,1.0,2457.0,463.0,21.0,1861.0,0.0,112.0
2020-02-01,2020,2,AS,Alaska Airlines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,1379.0,210.0,54.96,2.06,80.95,0.0,72.03,17.0,1.0,10507.0,3369.0,108.0,2243.0,0.0,4787.0
2020-02-01,2020,2,AS,Alaska Airlines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,170.0,21.0,6.13,0.0,9.63,0.0,5.24,0.0,0.0,865.0,361.0,0.0,262.0,0.0,242.0
2020-02-01,2020,2,AS,Alaska Airlines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,195.0,17.0,3.42,0.0,9.14,0.0,4.44,1.0,0.0,1739.0,170.0,0.0,1120.0,0.0,449.0
2020-02-01,2020,2,AS,Alaska Airlines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,1584.0,266.0,55.48,1.53,112.68,1.74,94.57,25.0,3.0,15583.0,3993.0,79.0,4884.0,199.0,6428.0
2020-02-01,2020,2,B6,JetBlue Airways,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,244.0,39.0,11.84,1.0,20.97,0.0,5.19,0.0,0.0,2744.0,834.0,265.0,1099.0,0.0,546.0
2020-02-01,2020,2,B6,JetBlue Airways,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,128.0,22.0,9.58,0.0,10.78,0.0,1.64,0.0,2.0,1216.0,490.0,0.0,632.0,0.0,94.0
2020-02-01,2020,2,B6,JetBlue Airways,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,80.0,11.0,5.74,0.0,4.39,0.0,0.87,0.0,0.0,541.0,395.0,0.0,107.0,0.0,39.0
2020-02-01,2020,2,B6,JetBlue Airways,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,41.0,8.0,2.16,0.0,5.84,0.0,0.0,0.0,0.0,298.0,137.0,0.0,161.0,0.0,0.0
2020-02-01,2020,2,B6,JetBlue Airways,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,813.0,212.0,45.81,0.0,118.44,0.0,47.74,1.0,2.0,12859.0,2926.0,0.0,6409.0,0.0,3524.0
2020-02-01,2020,2,B6,JetBlue Airways,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,533.0,62.0,23.94,0.69,30.62,0.0,6.75,0.0,1.0,2734.0,1327.0,65.0,907.0,0.0,435.0
2020-02-01,2020,2,B6,JetBlue Airways,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,433.0,82.0,13.58,1.0,47.31,0.0,20.11,1.0,2.0,6568.0,827.0,129.0,3913.0,0.0,1699.0
2020-02-01,2020,2,B6,JetBlue Airways,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1604.0,350.0,89.21,3.23,146.78,0.07,110.71,2.0,3.0,23131.0,7358.0,459.0,5454.0,6.0,9854.0
2020-02-01,2020,2,B6,JetBlue Airways,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,183.0,38.0,11.6,0.0,22.71,0.0,3.69,0.0,0.0,2767.0,551.0,0.0,1934.0,0.0,282.0
2020-02-01,2020,2,B6,JetBlue Airways,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,440.0,34.0,14.43,0.44,11.61,0.0,7.52,0.0,3.0,2328.0,835.0,51.0,852.0,0.0,590.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,18334.0,2605.0,487.65,64.93,1105.83,0.0,946.59,8.0,27.0,203424.0,53274.0,8268.0,56818.0,0.0,85064.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,623.0,104.0,24.77,4.7,54.72,0.0,19.82,3.0,3.0,7772.0,1575.0,1744.0,2421.0,0.0,2032.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,899.0,135.0,37.36,3.86,60.04,0.0,33.74,0.0,1.0,7593.0,2089.0,403.0,3172.0,0.0,1929.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,889.0,153.0,53.79,3.19,56.98,0.0,39.03,0.0,1.0,9435.0,4466.0,300.0,2050.0,0.0,2619.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,411.0,90.0,15.13,4.61,52.74,0.0,17.52,0.0,0.0,5490.0,666.0,468.0,2694.0,0.0,1662.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,2687.0,337.0,98.86,12.15,143.4,0.0,82.59,0.0,2.0,18445.0,7522.0,643.0,4342.0,0.0,5938.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,2186.0,413.0,70.61,13.7,218.23,0.0,110.45,0.0,4.0,30555.0,4582.0,1303.0,14582.0,0.0,10088.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1568.0,230.0,69.92,9.73,96.77,0.0,53.57,0.0,2.0,14819.0,5829.0,961.0,4260.0,0.0,3769.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,1105.0,200.0,42.05,5.1,106.49,0.0,46.37,0.0,1.0,19789.0,2676.0,437.0,12226.0,0.0,4450.0
2020-02-01,2020,2,DL,Delta Air Lines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,1098.0,133.0,30.88,8.97,57.53,0.0,35.62,0.0,0.0,8199.0,2209.0,444.0,3309.0,0.0,2237.0
2020-01-01,2020,1,9E,Endeavor Air Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,3803.0,408.0,89.07,18.25,111.5,1.0,188.18,9.0,8.0,34017.0,11236.0,2644.0,4607.0,63.0,15467.0
2020-01-01,2020,1,9E,Endeavor Air Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,181.0,25.0,9.29,0.0,3.66,0.0,12.05,0.0,0.0,1888.0,893.0,0.0,119.0,0.0,876.0
2020-01-01,2020,1,9E,Endeavor Air Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,95.0,13.0,4.13,0.25,6.47,0.0,2.15,0.0,2.0,719.0,133.0,6.0,473.0,0.0,107.0
2020-01-01,2020,1,9E,Endeavor Air Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,135.0,22.0,4.53,0.0,13.75,0.0,3.72,0.0,0.0,1620.0,367.0,0.0,830.0,0.0,423.0
2020-01-01,2020,1,9E,Endeavor Air Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,2027.0,356.0,62.95,7.06,181.6,0.0,104.39,3.0,2.0,25941.0,6645.0,775.0,10021.0,0.0,8500.0
2020-01-01,2020,1,9E,Endeavor Air Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,2020,1,9E,Endeavor Air Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,242.0,25.0,7.95,1.1,10.35,0.0,5.6,4.0,2.0,2266.0,561.0,50.0,1204.0,0.0,451.0
